repositoryName,mcrTags
roncoo/roncoo-pay,"[apache,api,cache,client,dom,http,io,javax,json,persistence,sdk,security,specs,spring,standard,starter,web,xml]"
Deep-Symmetry/beat-link,"[api,collections,io,junit,logging,runtime,slf4j,structures,testing]"
onlyliuxin/coding2017,"[analysis,annotations,apache,api,base64,beans,bridge,code,codec,codegen,collections,commons,config,date,defect,dom,encoding,generator,google,io,json,junit,logging,metadata,reactive,reflection,slf4j,structures,testing,time,xml,xpath]"
openlookeng/hetu-core,"[amazon,analysis,analyzer,annotations,aop,apache,api,aspect,avro,aws,base64,beans,benchmark,bootstrap,bridge,broker,build,build-system,bytecode,cache,cassandra,cli,client,cloud,cluster,codec,codehaus,collections,column,command-line,commons,compiler,compression,computing,concurrency,concurrent,config,connection,connector,console,coordination,csv,database,date,decoder,defect,dependency-injection,directory,discovery,distributed,docker,driver,eclipse,elastic,elasticsearch,embedded,encoding,encryption,event,expression,facebook,file-system,framework,geometry,geospatial,github,google,hadoop,hazelcast,hbase,http,index,interface,io,javax,jaxrs,jdbc,jetty,jmx,json,junit,jvm,jwt,kafka,kotlin,language,ldap,library,logging,lucene,management,manager,managment,matching,math,maven,measurement,memory,message,metadata,mime,mock,mocking,model,module,mongodb,mysql,native,netty,network,nosql,off-heap,parquet,parser,plugin,pool,pooling,postgresql,protocol,reader,redis,reflection,regexp,repository,resource,rest,runner,runtime,s3,scala,sdk,search,security,serialization,server,servlet,socket,spatial,specs,spring,sql,standard,stats,streaming,structures,tabular,terminal,testing,testng,text,thrift,time,token,toolkit,tools,tracing,transport,tree,units,url,web,webapp,webserver,webservice,yarn,zookeeper]"
shopizer-ecommerce/shopizer,"[amazon,annotations,apache,api,aws,binding,cache,client,cloud,collections,commons,compiler,connector,database,dependency-injection,driver,elastic,elasticsearch,gateway,generator,google,io,javax,jdbc,json,jwt,mail,metadata,model,module,mysql,payment,processing,random,rule-engine,s3,sdk,search,security,server,service,specs,spring,sql,standard,starter,storage,structures,swagger,tree,ui,upload,validation]"
helios-decompiler/standalone-app,"[android,apache,beans,bytecode,cli,command-line,commons,compiler,config,debug,dependency-injection,extension,github,google,io,java,json,parser,reflection,tools]"
jitsi/jigasi,"[android,api,bridge,client,cloud,eclipse,encryption,extension,google,io,javax,jetty,json,junit,logging,messaging,network,osgi,server,servlet,slf4j,specs,speech,standard,tcp,testing,webserver,websocket,xmpp]"
apache/phoenix,"[analysis,analytics,annotations,apache,api,authentication,base64,bigdata,binding,bridge,client,cluster,codec,codehaus,collections,command-line,commons,compatibility,compiler,compression,concurrency,config,coordination,csv,database,date,defect,dependency-injection,diff,disruptor,distributed,eclipse,embedded,encoding,file-system,framework,github,google,hadoop,hbase,i18n,io,javax,jdbc,jetty,json,junit,logging,managment,mapreduce,matching,math,metadata,metrics,mock,mocking,netty,network,parallel,parser,patch,processing,protocol,query,regexp,ruby,rules,runtime,salesforce,serialization,server,servlet,slf4j,socket,specs,sql,standard,storage,stream,streaming,structures,system,tabular,testing,thrift,time,tracing,transaction,web,webapp,webserver,xml,yarn,zookeeper]"
yammer/tenacity,"[assertion,client,event,github,matching,metrics,mock,mocking,quality,streaming,testing]"
twitter-archive/ambrose,"[annotations,apache,api,bigdata,binding,command-line,compiler,computing,database,distributed,google,hadoop,hbase,javax,jetty,json,junit,jvm,language,library,logging,metadata,nosql,query,reflection,scala,server,servlet,slf4j,specs,standard,testing,twitter,web,webserver,xml]"
jitsi/ice4j,"[api,bridge,config,engine,io,junit,kotlin,launcher,mock,mocking,platform,runner,testing]"
wikimedia/wikidata-query-rdf,"[annotations,apache,api,application,authentication,avro,binary,bridge,bytecode,cache,cli,client,codehaus,collections,column,commons,compression,consumer,container,date,dependency-injection,eclipse,encoder,evaluation,github,google,hadoop,http,io,javax,jetty,jmx,jndi,json,jsp,junit,jvm,jwt,kafka,language,library,logging,management,matching,metadata,metrics,mock,mocking,model,monitoring,parquet,parser,performance,producer,protocol,proxy,query,rdf,runner,scala,security,semantic,serialization,server,servlet,slf4j,specs,spring,standard,streaming,structures,testing,time,token,tools,validation,web,webapp,webserver,webservice,xml]"
qbhy/poster-generater,"[apache,barcode,client,code,codegen,commons,generator,google,http,sdk]"
google/caliper,"[analysis,android,annotations,api,assertion,benchmark,client,date,defect,dependency-injection,google,http,instrumentation,json,junit,metadata,mock,mocking,performance,platform,producer,quality,runner,testing,time,webservice]"
jenkinsci/email-ext-plugin,"[api,config,html,io,jenkins,mail,mock,mocking,parser,plugin,provider,testing]"
forcedotcom/EMP-Connector,"[client,junit,logging,testing]"
apache/hama,"[ai,annotations,ant,apache,api,avro,bridge,build,cli,client,cluster,codehaus,collections,command-line,commons,compression,config,coordination,distributed,framework,google,graph,hadoop,http,io,jetty,json,jsp,junit,jvm,language,launcher,library,logging,machine-learning,managment,mapping,math,mesos,netty,network,parser,protocol,scala,serialization,server,servlet,slf4j,socket,structures,testing,tomcat,tools,web,webserver,yarn,zookeeper]"
cryostatio/cryostat,"[analysis,annotations,apache,base64,bridge,cache,client,codec,commons,container,defect,dependency-injection,encoding,encryption,github,google,html,http,io,json,junit,kubernetes,logging,matching,metadata,mock,mocking,parser,server,slf4j,testing,validation,vertx,web]"
r2dbc/r2dbc-client,"[analysis,assertion,connector,database,defect,driver,google,interface,io,jdbc,json,logging,metadata,mysql,pooling,postgresql,quality,spring,sql,starter,testing]"
pokemongo-dev-contrib/pokemongo-game-master,"[google,junit,protocol,serialization,testing]"
DTStack/flinkx,"[apache,api,asynchronous,authentication,avro,base64,bigdata,binding,bridge,bson,cassandra,client,cloud,cluster,codec,codehaus,column,connector,database,distributed,driver,eclipse,elastic,elasticsearch,encoding,engine,file-system,filtering,framework,ftp,github,google,hadoop,hbase,http,ibm,io,jdbc,json,junit,jvm,language,logging,managment,mapreduce,metrics,mock,mocking,mongodb,mysql,netty,network,nosql,parallel,parquet,plugin,postgresql,protocol,query,redis,rest,search,serialization,slf4j,socket,solr,sql,ssh,storage,testing,transport,vertx,yarn,zookeeper]"
onelogin/java-saml,"[apache,api,azure,base64,codec,commons,date,encoding,identity,javax,junit,library,logging,matching,mock,mocking,security,servlet,slf4j,specs,standard,testing,time]"
tmobile/t-vault,"[apache,api,bridge,commons,directory,google,io,json,junit,ldap,logging,mock,mocking,module,slf4j,swagger,testing,ui,validation]"
zlt2000/microservices-platform,"[admin,amazon,apache,api,authentication,aws,beans,binding,client,cloud,collections,commons,communication,config,coordination,data,database,distributed,elastic,elasticsearch,engine,example,excel,extension,framework,github,hibernate,io,javax,jdbc,json,jwt,logging,netty,network,oauth,persistence,redis,reflection,remoting,rest,s3,sdk,search,security,server,servlet,social,socket,specs,spreadsheet,spring,sql,standard,starter,structures,swagger,template,validation]"
JetBrains/intellij-plugins,"[io,junit,testing]"
meraki-analytics/orianna,"[android,annotations,api,binding,cache,client,date,google,http,json,junit,logging,matching,metadata,platform,serialization,slf4j,testing,time]"
JD-Software/JDeSurvey,"[aop,apache,api,aspect,barcode,beans,bridge,bytecode,cache,collections,commons,compiler,config,connector,csv,database,date,dependency-injection,dom,driver,engine,excel,export,expression,generator,google,hibernate,instrumentation,io,javax,jboss,jdbc,jpa,json,jsp,junit,language,logging,mail,mapping,mysql,orm,parser,persistence,pool,pooling,reflection,relational,scheduling,security,servlet,slf4j,specs,spreadsheet,spring,sql,standard,structures,tabular,taglib,template,testing,time,tools,transaction,upload,validation,visualization,web,xml]"
Kepler-Framework/Kepler-All,"[annotations,aop,apache,api,appserver,aspect,beans,binding,communication,coordination,dependency-injection,distributed,framework,io,javax,json,metadata,netty,network,remoting,server,servlet,socket,specs,spring,standard,starter,validation,web,webservice,zookeeper]"
byteblogs168/plumemo,"[aop,api,aspect,authentication,code,codegen,connector,data,database,driver,extension,generator,github,html,json,jwt,markdown,mysql,native,parser,persistence,platform,sdk,security,starter]"
ContainX/openstack4j,"[analysis,apache,api,binding,client,codehaus,connector,defect,github,google,groovy,http,jboss,json,junit,jvm,language,logging,metadata,mock,mocking,openstack,slf4j,testing,testng,webservice,yaml]"
vlingo/xoom-examples,"[actor,amqp,apache,api,authentication,benchmark,build,camel,client,cluster,collections,database,driver,engine,generator,google,http,io,jdbc,junit,jvm,kotlin,language,logging,matching,maven,migration,mock,mocking,performance,plugin,postgresql,queue,rabbitmq,rest,runtime,sql,structures,testing]"
fcrepo/fcrepo,"[amazon,annotations,aop,apache,api,aspect,authentication,aws,base64,beans,binding,bridge,cache,client,codec,collections,commons,communication,config,connector,database,dependency-injection,deployment,distributed,driver,eclipse,embedded,encoding,engine,event,extension,framework,github,google,html,htmlunit,http,io,javaee,javax,jboss,jdbc,jetty,jms,jmx,json,junit,library,logging,management,matching,metadata,metrics,migration,mime,mock,mocking,monitoring,mysql,netty,network,parser,performance,persistence,pool,postgresql,prometheus,provider,queue,rdf,reactive,reflection,registry,remoting,rules,s3,search,security,semantic,serialization,server,servlet,slf4j,socket,specs,spring,sql,standard,storage,streaming,structures,system,template,testing,tools,transaction,validation,web,webapp,webserver,webservice,xml,yaml]"
emorynlp/nlp4j,"[apache,api,bridge,cli,collections,commons,compression,csv,google,io,junit,logging,math,nlp,parser,slf4j,structures,tabular,testing,vfs]"
ogrisel/pignlproc,"[analyzer,apache,bigdata,computing,distributed,full-text,hadoop,index,indexing,io,junit,logging,lucene,nlp,query,streaming,testing,tools,wiki,xml]"
stormpath/stormpath-sdk-java,"[angular,angularjs,annotations,apache,api,assets,authentication,barcode,binding,bootstrap,bridge,client,cloud,codehaus,commons,config,date,dependency-injection,engine,expression,framework,google,groovy,hazelcast,html,http,io,javax,json,jsp,jvm,jwt,language,logging,mail,matching,metadata,mock,mocking,module,mvc,oatuh,oauth,parser,plugin,rest,routing,sdk,security,server,servlet,slf4j,specs,spring,standard,starter,taglib,template,testing,testng,time,ui,web,yaml]"
openjdk/jdk,"[apache,api,dom,file-system,github,graphics,ide,interface,junit,layout,loader,module,netbeans,svg,swing,testing,ui,visual]"
OpenHFT/Chronicle-Wire,"[benchmark,bson,generator,json,junit,performance,serialization,testing,yaml]"
sunchenbin/A.CTable-Frame,"[annotations,api,code,codegen,dependency-injection,generator,google,javax,logging,persistence,scripting,slf4j,specs,spring,standard,transaction]"
junkdog/artemis-odb,"[analysis,annotations,apache,api,benchmark,build,build-system,bytecode,classpath,cli,code,codegen,codehaus,commons,compiler,defect,framework,generator,github,google,gradle,groovy,gwt,integration,io,java,json,junit,jvm,language,logging,matrix,maven,metadata,mock,mocking,model,parser,performance,plugin,reflection,scanning,serialization,slf4j,testing,tools,tree,ui,web]"
pwm-project/pwm,"[analysis,annotations,apache,api,assertion,assets,base64,benchmark,cache,cli,client,code,codegen,command-line,commons,compression,csv,defect,directory,embedded,encoding,encryption,font,ftp,generator,github,google,http,io,javax,json,jsp,junit,logging,mail,metadata,mock,mocking,network,parser,performance,quality,reflection,server,servlet,slf4j,specs,standard,syslog,tabular,testing,text,tomcat,upload,validation,web,webserver,xml,xpath]"
AdamBien/afterburner.fx,"[dependency-injection,javax,junit,mock,mocking,specs,standard,testing]"
Codecademy/EventHub,"[date,dependency-injection,eclipse,google,jetty,json,junit,leveldb,reflection,server,servlet,testing,time,web,webserver]"
fabric8io/kubernetes-client,"[annotations,apache,api,assertion,autoscaling,batch,builder,camel,client,code,codegen,commons,compression,console,container,dependency-injection,discovery,encryption,event,extension,fluent,generator,github,http,io,javax,json,junit,kubernetes,logging,metadata,metrics,mock,mocking,model,monitoring,network,osgi,pojo,policy,quality,regexp,scheduling,server,slf4j,specs,standard,starter,testing,validation]"
ahmetaa/zemberek-nlp,"[analyzer,annotations,apache,api,appserver,cache,cli,compiler,database,embedded,framework,full-text,github,google,grpc,html,index,indexing,io,javax,junit,lucene,matching,mock,mocking,netty,network,nlp,parser,protocol,rpc,runtime,serialization,server,socket,specs,spring,sql,standard,starter,stub,testing,tools,web]"
kohlschutter/boilerpipe,"[html,junit,logging,parser,testing,xml]"
Stratio/ingestion,"[agent,annotations,apache,api,assertion,authentication,binding,bridge,cassandra,client,codehaus,commons,compiler,config,coordination,database,date,distributed,driver,elastic,elasticsearch,embedded,file-system,framework,github,google,hadoop,http,io,json,junit,jvm,language,library,logging,management,mapping,metadata,metrics,mock,mocking,mongodb,monitoring,netty,network,nosql,performance,postgresql,protocol,quality,redis,scala,scheduling,sdk,search,serialization,server,slf4j,snmp,socket,spark,sql,storage,streaming,testing,thrift,time,typesafe,validation,webservice,zookeeper]"
diennea/herddb,"[analysis,annotations,apache,api,application,benchmark,binding,bridge,buffer,cli,code,codec,codegen,codehaus,collections,command-line,commons,compression,container,coordination,defect,dependency-injection,distributed,eclipse,generator,github,google,groovy,hadoop,hashing,io,javaee,javax,jdbc,jetty,jpa,json,junit,jvm,language,logging,management,metadata,metrics,mock,monitoring,native,netty,network,parser,performance,persistence,pool,pooling,prometheus,provider,runtime,server,servlet,slf4j,socket,specs,sql,standard,stats,structures,testing,transport,ui,unix,web,webapp,webserver,webservice,xml,zookeeper]"
apache/commons-compress,"[apache,api,bytecode,compression,container,dependency-injection,engine,framework,github,javax,junit,logging,matching,mock,mocking,native,osgi,slf4j,specs,standard,testing]"
confluentinc/kafka-connect-elasticsearch,"[apache,api,assertion,base64,binding,client,codec,elastic,elasticsearch,encoding,github,google,hadoop,http,json,logging,matching,mock,mocking,quality,rest,search,server,testing,yaml]"
jkxqj/KingIM,"[annotations,aop,apache,api,aspect,base64,binding,bridge,client,codec,codehaus,connector,data,database,driver,encoding,framework,github,google,http,io,javaee,javax,jdbc,json,junit,jwt,library,logging,mapping,metadata,mvc,mysql,netty,network,persistence,redis,relational,sdk,security,slf4j,socket,specs,spring,sql,standard,support,testing,transaction,upload,web,xml]"
nosqlbench/nosqlbench,"[admin,amazon,annotations,apache,api,assertion,avro,aws,base64,beans,benchmark,binding,bridge,builder,cassandra,cli,client,code,codec,codegen,command-line,commons,compiler,compression,config,container,csv,data,database,date,dependency-injection,doc,docker,driver,eclipse,encoding,engine,expression,extension,generator,github,google,graph,grpc,html,htmlunit,http,io,javax,jaxrs,jdbc,jetty,jms,jmx,json,junit,kafka,language,launcher,library,logging,management,mapping,math,metrics,model,mongodb,monitoring,native,netty,network,parser,performance,platform,pool,postgresql,profiling,protocol,provider,quality,query,queue,random,reflection,remote,rest,rpc,runtime,s3,sdk,selenium,serialization,server,servlet,slf4j,socket,specs,sql,standard,streaming,swagger,sync,tabular,tcp,testing,testng,text,time,tools,transport,web,webserver,webservice,xml,yaml]"
ocpsoft/prettytime,"[apache,api,build,build-system,bundle,date,eclipse,integration,javax,jetty,jsf,jsp,junit,maven,osgi,plugin,server,servlet,specs,standard,testing,time,web,webapp,webserver]"
salesforce/grpc-java-contrib,"[annotations,apache,api,assertion,build,build-system,codehaus,communication,compiler,config,dependency-injection,distributed,framework,github,google,grpc,io,javax,json,junit,logging,maven,metadata,mock,mocking,model,mustache,mvc,netty,network,plugin,protocol,quality,remoting,rpc,salesforce,serialization,servlet,slf4j,socket,specs,spring,standard,starter,stub,testing,tools,web]"
cdapio/netty-http,"[analysis,api,beans,buffer,codec,defect,google,http,io,javax,json,junit,logging,metadata,netty,network,reflection,slf4j,socket,specs,standard,testing]"
bennidi/mbassador,"[api,bridge,expression,interface,javax,junit,language,logging,mock,mocking,slf4j,specs,standard,testing]"
eclipse/steady,"[analysis,android,annotations,ant,apache,api,beans,binding,build,build-system,bytecode,cli,client,codehaus,collections,command-line,commons,compatibility,compiler,compression,config,database,defect,dependency-injection,eclipse,engine,extension,git,github,google,gradle,groovy,http,ibm,io,java,javax,jdbc,json,junit,logging,mail,maven,metadata,migration,mock,mocking,model,parser,plugin,provider,python,reflection,regexp,repository,rest,runtime,scm,specs,spring,standard,structures,subversion,svn,testing,tools,ui,url,validation,version-control,xml]"
javadev/underscore-java,"[api,github,junit,testing]"
apache/tomcat-maven-plugin,"[annotations,apache,api,base64,beans,bridge,build,build-system,bundle,bytecode,cli,client,codec,codehaus,command-line,commons,compiler,compression,dependency-injection,descriptor,eclipse,embedded,encoding,expression,filtering,framework,http,i18n,io,java,javax,jaxrs,jdbc,jsp,junit,language,logging,manager,maven,metadata,model,monitor,parser,plugin,pool,provider,repository,rest,runner,selenium,server,servlet,slf4j,specs,spring,sql,standard,support,taglib,testing,tomcat,tools,web,webserver]"
weld/core,"[analysis,annotation,annotations,apache,api,build,build-system,bundle,bytecode,cli,container,defect,dependency-injection,descriptor,eclipse,ejb,embedded,expression,extension,github,hibernate,htmlunit,interface,io,jboss,jetty,jms,jmx,jndi,jsf,json,jsp,junit,language,logging,maven,metadata,module,osgi,parser,persistence,processor,protocol,queue,remote,server,servlet,testing,testng,tomcat,transaction,web,webapp,webserver,websocket,xml]"
timgrossmann/StorageSystem,"[apache,api,google,json,junit,logging,testing]"
jwtk/jjwt,"[api,binding,codehaus,encryption,google,groovy,io,json,junit,jvm,language,logging,mock,mocking,module,testing]"
itext/rups,"[dom,encryption,junit,pdf,testing,xml]"
networknt/light-rest-4j,"[annotations,apache,api,binding,client,commons,config,encoder,http,io,json,junit,jwt,logging,metadata,metrics,mock,mocking,parser,registry,schema,security,server,service,slf4j,testing,text,validation,web,yaml]"
castlemock/castlemock,"[annotations,apache,api,authentication,beans,binding,client,collections,commons,compiler,data,database,dependency-injection,description,embedded,engine,expression,framework,frontend,generator,github,google,graphql,hibernate,http,io,javax,jetty,json,jsp,junit,jwt,language,logging,metadata,mock,mocking,model,mongodb,mvc,parser,persistence,reflection,runtime,security,server,service,servlet,slf4j,specs,spring,standard,starter,structures,swagger,taglib,testing,tomcat,transaction,ui,validation,web,webserver,webservice,xml,yaml]"
cescoffier/vertx-microservices-workshop,"[assertion,database,embedded,hsql,junit,jvm,kotlin,language,quality,rest,sql,testing]"
zeroturnaround/zt-exec,"[apache,api,commons,io,junit,logging,slf4j,testing]"
DevLeoko/AdvancedBan,"[apache,api,bridge,commons,database,embedded,github,google,hsql,io,jdbc,json,junit,logging,pool,slf4j,sql,testing]"
spring-projects/spring-integration-samples,"[amqp,aop,apache,api,aspect,binding,bridge,broker,codehaus,commons,config,database,date,dependency-injection,driver,eclipse,embedded,ftp,groovy,hibernate,hsql,imap,integration,io,javax,jdbc,jms,jpa,json,jsp,junit,jvm,language,library,logging,mail,matching,message,mock,mocking,mongodb,network,persistence,pool,pooling,postgresql,python,queue,rabbitmq,rss,ruby,runtime,security,servlet,slf4j,social,specs,spring,sql,standard,sync,syndication,taglib,testing,time,transaction,twitter,upload,validation,web,xml]"
mtedone/podam,"[annotations,apache,api,binding,bridge,commons,dependency-injection,hibernate,javax,junit,logging,metadata,persistence,slf4j,specs,spring,standard,testing,validation,xml]"
spring-projects/spring-data-jdbc,"[analysis,client,connector,data,database,defect,driver,embedded,google,hsql,ibm,jdbc,mapping,metadata,mysql,persistence,postgresql,relational,spring,sql]"
foxinmy/weixin4j,"[annotations,apache,api,base64,binding,cache,client,codec,database,dependency-injection,encoding,encryption,framework,http,io,javax,json,jsp,junit,logging,memcached,mvc,netty,network,redis,server,servlet,socket,specs,spring,standard,taglib,testing,web,xml]"
sjsdfg/dl4j-tutorials,"[apache,client,codec,data,deep-learning,google,http,logging,machine-learning,native,nlp,platform,visualization]"
jfree/fxgraphics2d,"[api,engine,junit,swing,testing,ui]"
f4b6a3/uuid-creator,"[benchmark,generator,github,junit,performance,testing,uuid]"
GoogleCloudPlatform/getting-started-java,"[api,appengine,assertion,build,build-system,cloud,computing,date,driver,framework,google,http,io,javax,jsp,junit,jvm,kotlin,language,logging,maven,messaging,mock,mocking,quality,reflection,runtime,sdk,selenium,server,servlet,slf4j,spark,specs,spring,standard,starter,storage,stub,taglib,testing,time,tools,upload,web]"
awslabs/amazon-neptune-tools,"[amazon,apache,api,aws,binding,bridge,cbor,client,cloud,codehaus,commons,computing,csv,date,distributed,driver,eclipse,framework,github,graph,groovy,io,json,junit,lambda,logging,mock,mocking,netty,network,processing,producer,rdf,repository,s3,sdk,signing,slf4j,socket,sparql,stream,tabular,testing,time]"
pentaho/pentaho-platform,"[analysis,analytics,annotation,annotations,aop,apache,api,aspect,beans,binding,bootstrap,bridge,bundle,bytecode,cache,chart,cli,client,clojure,code,codec,codegen,codehaus,collections,command-line,commons,compiler,compression,concurrent,config,connection,console,data,database,defect,dependency-injection,description,directory,distributed,doc,dom,driver,embedded,encoder,engine,excel,expression,extension,factory,file-system,framework,ftp,full-text,generator,github,google,graphics,groovy,gwt,hadoop,hibernate,hsql,html,http,ide,index,indexing,io,javascript,javax,jboss,jdbc,jndi,jpa,json,jsp,junit,jvm,language,ldap,library,logging,lucene,mail,management,manager,mapping,mapreduce,matching,math,messaging,metadata,mock,mocking,model,module,mongodb,netbeans,network,nosql,osgi,parallel,parser,persistence,platform,plugin,pool,pooling,portlet,protocol,proxy,reactive,reflection,regexp,relational,report,reporting,repository,rule-engine,scheduling,schema,scripting,search,server,service,servlet,snmp,socket,specs,spreadsheet,spring,sql,sqlite,ssh,standard,storage,streaming,structures,svg,swt,syslog,taglib,testing,testng,transaction,transport,ui,validation,visualization,webserver,webservice,websocket,xml,yaml]"
GoogleCloudDataproc/hadoop-connectors,"[annotations,apache,api,assertion,authentication,client,cloud,connector,extension,github,google,grpc,hadoop,http,io,json,junit,lambda,library,mapreduce,mock,mocking,oauth,parallel,protocol,quality,rpc,runtime,serialization,service,storage,system,testing]"
sachin-handiekar/jInstagram,"[apache,api,base64,codec,commons,encoding,google,json,junit,logging,mock,mocking,module,slf4j,testing]"
jenkinsci/groovy-sandbox,"[annotations,codehaus,groovy,jenkins,junit,jvm,language,testing]"
SonarSource/sonar-php,"[analysis,analyzer,apache,api,assertion,build,build-system,codehaus,commons,defect,frontend,google,junit,maven,metadata,mock,mocking,model,parser,plugin,quality,regexp,sonar,streaming,testing,toolkit,tools,xml]"
socialsensor/graphdb-benchmarks,"[apache,api,aws,base64,bridge,cassandra,client,codec,collections,commons,compiler,compression,config,database,date,dynamodb,encoding,full-text,geospatial,github,google,graph,groovy,hadoop,hbase,http,index,indexing,junit,language,library,logging,lucene,management,match,math,matrix,metrics,monitoring,native,neo4j,nosql,orientdb,parser,performance,query,runtime,slf4j,spatial,specs,storage,structures,testing,time,transaction,vector]"
AnoyiX/grpc-spring-boot-starter,"[apache,chart,commons,grpc,io,json,netty,network,protocol,rpc,runtime,serialization,socket,stub,visualization,webservice]"
spring-projects/spring-data-elasticsearch,"[apache,api,bytecode,client,code,codegen,data,elastic,elasticsearch,generator,github,io,javax,junit,platform,rest,search,servlet,specs,spring,standard,testing,tools]"
finos/waltz,"[annotation,annotations,apache,api,authentication,beans,binding,build,build-system,collections,commons,csv,database,dependency-injection,embedded,engine,excel,framework,hashing,io,javax,jdbc,json,junit,jwt,logging,mail,maven,metadata,plugin,pool,security,slf4j,spark,specs,spreadsheet,spring,sql,standard,structures,support,tabular,template,testing,web,yaml]"
google/binnavi,"[apache,api,compiler,css,database,dependency-injection,dom,driver,generator,google,graphics,javax,junit,language,parser,postgresql,python,runtime,specs,standard,styles,svg,testing,xml]"
kiegroup/optaweb-vehicle-routing,"[google,i18n,json,protocol,reader,routing,serialization,spring,testing]"
cucumber-attic/cuke4duke,"[ant,apache,api,appserver,bridge,build,build-system,bytecode,cache,clojure,codehaus,compiler,container,crud,database,dependency-injection,driver,ejb,embedded,google,grails,groovy,hibernate,hsql,htmlunit,javaee,javascript,javax,jpa,junit,jvm,language,library,logging,mapping,maven,mock,mocking,model,orm,persistence,plugin,relational,ruby,scala,scm,scripting,selenium,server,servlet,slf4j,specs,spring,sql,standard,subversion,svn,testing,tools,version-control,web]"
Dempsy/dempsy,"[apache,api,bridge,coordination,dependency-injection,distributed,framework,io,junit,logging,management,metrics,monitoring,performance,scheduling,slf4j,spring,testing,zookeeper]"
smartboot/smart-socket,"[apache,api,commons,dependency-injection,framework,io,json,junit,logging,netty,network,slf4j,socket,spring,testing]"
lbehnke/hierarchical-clustering-java,"[io,junit,testing]"
eclipse-ee4j/mail,"[api,eclipse,junit,testing]"
timveil/hive-jdbc-uber-jar,"[apache,api,bridge,hadoop,jdbc,logging,slf4j,sql]"
pholser/junit-quickcheck,"[analysis,annotations,api,defect,expression,generator,github,google,junit,language,library,logging,matching,metadata,mock,mocking,regexp,slf4j,testing]"
battcn/extend-spring-boot,"[apache,api,commons,config,cryptography,github,io,mapping,persistence,sdk,spring,starter,text]"
scalecube/scalecube-services,"[api,buffer,cluster,codec,collections,concurrency,discovery,disruptor,engine,io,junit,logging,matching,mock,netty,network,runtime,security,serialization,service,slf4j,socket,structures,testing,token,transport,yaml]"
sakaiproject/sakai,"[amazon,analysis,analyzer,annotation,annotations,ant,aop,apache,api,application,aspect,assembly,assets,authentication,aws,base64,beans,binding,bootstrap,bridge,buffer,build,bundle,bytecode,cache,calendar,captcha,cbor,charts,cli,client,cloud,code,codec,codegen,codehaus,collections,command-line,commons,communication,compiler,compression,concurrency,concurrent,config,connector,container,csv,dao,data,database,date,defect,dependency-injection,deployment,descriptor,diff,directory,distributed,distribution,dom,driver,elastic,elasticsearch,embedded,encoding,encryption,engine,evaluation,event,example,excel,expression,extension,framework,frontend,ftp,full-text,generator,github,google,graphics,hazelcast,help,hibernate,hsql,html,http,i18n,import,index,indexing,io,javaee,javax,jaxrs,jboss,jdbc,jetty,jpa,jquery,jsf,json,jsp,junit,language,ldap,library,logging,lucene,mail,management,manager,mapping,matching,math,matrix,memory,metadata,migration,mime,mock,mocking,model,module,mustache,mvc,mysql,native,netty,network,oauth,openstack,orm,parser,pdf,persistence,plugin,pool,pooling,portal,portlet,privacy,processor,profiling,provider,reactive,reflection,regexp,relational,remoting,render,rest,rss,runtime,s3,scheduling,search,security,serialization,server,service,servlet,slf4j,soap,social,socket,spatial,specs,spreadsheet,spring,sql,standard,starter,stats,storage,streaming,structures,support,swagger,syndication,tabular,taglib,tags,template,testing,text,time,tomcat,toolkit,tools,transaction,transport,twitter,ui,upload,validation,video,visualization,web,webapp,webserver,webservice,wicket,xml,xpath,yaml]"
dunwu/db-tutorial,"[apache,client,commons,csv,database,embedded,github,google,hadoop,hbase,io,jdbc,json,junit,migration,redis,sql,sqlite,tabular,testing]"
OpenAS2/OpenAs2App,"[analysis,annotations,apache,api,binding,cli,client,command-line,commons,container,database,dependency-injection,dom,embedded,encryption,google,http,io,javax,json,junit,logging,mail,matching,mock,mocking,osgi,parser,server,servlet,specs,sql,standard,testing,webservice,xml]"
NationalSecurityAgency/emissary,"[annotations,apache,api,assets,base64,binding,bootstrap,bridge,cache,cli,client,codec,collections,command,command-line,commons,compiler,container,dependency-injection,eclipse,encoding,engine,execution,external,framework,github,google,http,io,javascript,javax,jetty,jquery,json,junit,jvm,language,launcher,logging,matching,metadata,metrics,mock,mocking,module,monitoring,mustache,mvc,parser,platform,pooling,process,provider,regexp,scripting,security,server,servlet,slf4j,specs,standard,structures,testing,upload,web,webapp,webserver,webservice,xml]"
zhihuili/flower,"[actor,akka,annotation,apache,api,appserver,bytecode,chart,client,communication,concurrency,config,connector,database,dependency-injection,distributed,driver,eclipse,framework,google,http,io,javax,jdbc,jetty,json,junit,load,logging,mapping,memory,metrics,mime,mock,mocking,mysql,off-heap,performance,persistence,processing,processor,redis,reflection,relational,remote,remoting,runtime,serialization,server,servlet,slf4j,specs,spring,sql,standard,starter,stream,streaming,testing,tracing,transaction,typesafe,visualization,web,webapp,webserver,webservice,xml,yaml]"
rieckpil/testing-spring-boot-applications-masterclass,"[analysis,annotations,apache,api,bytecode,commons,defect,github,google,http,io,javax,jdbc,metadata,mock,mocking,osgi,servlet,specs,standard,testing]"
maxmind/GeoIP2-java,"[annotations,binding,github,json,junit,matching,metadata,mocking,testing]"
x-ream/sqli,"[api,binding,builder,io,json,logging,slf4j]"
