dependency1,dependency2,count,count1,count2,proportion1,proportion2,maxProportion
org.apache.httpcomponents:httpcore,org.quartz-scheduler:quartz,37,268,141,0.14,0.26,0.26
org.apache.commons:commons-pool2,org.mockito:mockito-junit-jupiter,10,117,118,0.09,0.08,0.09
com.alibaba:druid,org.eclipse.jetty:jetty-server,20,148,265,0.14,0.08,0.14
org.slf4j:log4j-over-slf4j,org.springframework:spring-beans,29,125,254,0.23,0.11,0.23
org.apache.avro:avro,org.junit.jupiter:junit-jupiter-api,18,121,288,0.15,0.06,0.15
org.hsqldb:hsqldb,org.seleniumhq.selenium:selenium-java,10,197,100,0.05,0.1,0.1
org.assertj:assertj-core,org.awaitility:awaitility,72,462,161,0.16,0.45,0.45
org.freemarker:freemarker,org.postgresql:postgresql,31,153,251,0.2,0.12,0.2
org.freemarker:freemarker,org.testng:testng,24,153,286,0.16,0.08,0.16
org.apache.httpcomponents:httpclient,org.eclipse.jetty:jetty-util,75,680,113,0.11,0.66,0.66
com.h2database:h2,org.apache.lucene:lucene-analyzers-common,28,367,110,0.08,0.25,0.25
com.h2database:h2,javax.xml.bind:jaxb-api,73,367,305,0.2,0.24,0.24
org.apache.lucene:lucene-analyzers-common,org.springframework:spring-jdbc,16,110,220,0.15,0.07,0.15
org.apache.commons:commons-compress,org.apache.velocity:velocity,21,244,125,0.09,0.17,0.17
com.zaxxer:HikariCP,commons-dbcp:commons-dbcp,18,147,124,0.12,0.15,0.15
org.hibernate.validator:hibernate-validator,org.mockito:mockito-core,45,101,922,0.45,0.05,0.45
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.eclipse.jetty:jetty-util,29,144,113,0.2,0.26,0.26
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.mybatis.spring.boot:mybatis-spring-boot-starter,2,144,142,0.01,0.01,0.01
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,com.sun.xml.bind:jaxb-impl,20,144,162,0.14,0.12,0.14
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.powermock:powermock-api-mockito2,10,144,105,0.07,0.1,0.1
org.mongodb:mongo-java-driver,org.springframework:spring-aop,19,119,180,0.16,0.11,0.16
org.elasticsearch:elasticsearch,org.openjdk.jmh:jmh-core,4,125,215,0.03,0.02,0.03
org.hamcrest:hamcrest-library,org.yaml:snakeyaml,41,228,274,0.18,0.15,0.18
org.apache.commons:commons-csv,org.hsqldb:hsqldb,23,134,197,0.17,0.12,0.17
org.apache.commons:commons-csv,org.junit.jupiter:junit-jupiter-params,10,134,171,0.07,0.06,0.07
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,javax.validation:validation-api,32,125,194,0.26,0.16,0.26
javax.mail:mail,org.apache.derby:derby,18,156,101,0.12,0.18,0.18
commons-dbcp:commons-dbcp,commons-io:commons-io,88,124,1059,0.71,0.08,0.71
org.apache.zookeeper:zookeeper,org.springframework:spring-expression,22,193,113,0.11,0.19,0.19
com.google.code.findbugs:jsr305,net.java.dev.jna:jna,41,332,162,0.12,0.25,0.25
ch.qos.logback:logback-classic,org.slf4j:jcl-over-slf4j,162,701,312,0.23,0.52,0.52
ch.qos.logback:logback-classic,org.apache.maven.plugin-tools:maven-plugin-annotations,56,701,233,0.08,0.24,0.24
ch.qos.logback:logback-classic,org.mybatis:mybatis,50,701,126,0.07,0.4,0.4
commons-configuration:commons-configuration,org.junit.vintage:junit-vintage-engine,8,149,122,0.05,0.07,0.07
org.apache.httpcomponents:httpmime,org.springframework:spring-web,36,148,289,0.24,0.12,0.24
com.jcraft:jsch,commons-collections:commons-collections,37,101,284,0.37,0.13,0.37
com.jcraft:jsch,org.mybatis:mybatis,7,101,126,0.07,0.06,0.07
com.fasterxml.jackson.core:jackson-databind,org.hamcrest:hamcrest,68,850,154,0.08,0.44,0.44
com.squareup.okhttp3:okhttp,org.junit.vintage:junit-vintage-engine,16,232,122,0.07,0.13,0.13
org.postgresql:postgresql,org.seleniumhq.selenium:selenium-java,14,251,100,0.06,0.14,0.14
org.postgresql:postgresql,redis.clients:jedis,40,251,184,0.16,0.22,0.22
com.google.guava:guava,io.springfox:springfox-swagger2,64,1199,142,0.05,0.45,0.45
javax.servlet.jsp:jsp-api,org.reflections:reflections,11,106,172,0.1,0.06,0.1
javax.inject:javax.inject,org.springframework:spring-context-support,21,189,155,0.11,0.14,0.14
javax.inject:javax.inject,javax.mail:mail,26,189,156,0.14,0.17,0.17
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.hsqldb:hsqldb,11,110,197,0.1,0.06,0.1
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,javax.servlet:javax.servlet-api,40,110,491,0.36,0.08,0.36
org.apache.ant:ant,org.eclipse.jetty:jetty-util,18,153,113,0.12,0.16,0.16
org.apache.ant:ant,org.junit.jupiter:junit-jupiter-engine,27,153,344,0.18,0.08,0.18
org.springframework:spring-aop,org.springframework:spring-expression,78,180,113,0.43,0.69,0.69
org.apache.logging.log4j:log4j-slf4j-impl,org.hamcrest:hamcrest-library,22,248,228,0.09,0.1,0.1
org.apache.poi:poi,org.springframework:spring-test,44,138,341,0.32,0.13,0.32
jakarta.xml.bind:jakarta.xml.bind-api,org.aspectj:aspectjrt,10,114,111,0.09,0.09,0.09
org.glassfish.jaxb:jaxb-runtime,org.hamcrest:hamcrest-core,28,147,219,0.19,0.13,0.19
com.jayway.jsonpath:json-path,org.assertj:assertj-core,34,129,462,0.26,0.07,0.26
commons-codec:commons-codec,org.freemarker:freemarker,60,596,153,0.1,0.39,0.39
commons-codec:commons-codec,org.apache.poi:poi-ooxml,52,596,146,0.09,0.36,0.36
junit:junit,org.apache.maven:maven-artifact,107,2290,125,0.05,0.86,0.86
junit:junit,org.apache.thrift:libthrift,86,2290,104,0.04,0.83,0.83
org.apache.logging.log4j:log4j-core,org.springframework:spring-jdbc,44,397,220,0.11,0.2,0.2
commons-lang:commons-lang,org.hamcrest:hamcrest,27,444,154,0.06,0.18,0.18
org.junit.jupiter:junit-jupiter-engine,org.scala-lang:scala-library,25,344,173,0.07,0.14,0.14
mysql:mysql-connector-java,org.eclipse.jetty:jetty-server,80,536,265,0.15,0.3,0.3
com.google.code.gson:gson,org.apache.commons:commons-pool2,42,674,117,0.06,0.36,0.36
com.alibaba:druid,io.dropwizard.metrics:metrics-core,11,148,154,0.07,0.07,0.07
io.dropwizard.metrics:metrics-core,jakarta.xml.bind:jakarta.xml.bind-api,16,154,114,0.1,0.14,0.14
io.dropwizard.metrics:metrics-core,org.powermock:powermock-api-mockito2,18,154,105,0.12,0.17,0.17
org.apache.maven:maven-plugin-api,org.springframework:spring-jdbc,20,267,220,0.07,0.09,0.09
org.slf4j:log4j-over-slf4j,org.springframework:spring-context-support,24,125,155,0.19,0.15,0.19
org.apache.avro:avro,org.apache.poi:poi-ooxml,14,121,146,0.12,0.1,0.12
org.apache.maven:maven-core,org.seleniumhq.selenium:selenium-java,13,192,100,0.07,0.13,0.13
org.bouncycastle:bcprov-jdk15on,org.eclipse.jetty:jetty-webapp,33,198,164,0.17,0.2,0.2
org.bouncycastle:bcprov-jdk15on,org.openjdk.jmh:jmh-core,21,198,215,0.11,0.1,0.11
org.openjdk.jmh:jmh-generator-annprocess,org.springframework:spring-expression,9,202,113,0.04,0.08,0.08
org.openjdk.jmh:jmh-generator-annprocess,redis.clients:jedis,13,202,184,0.06,0.07,0.07
commons-lang:commons-lang,org.mockito:mockito-core,165,444,922,0.37,0.18,0.37
org.slf4j:jcl-over-slf4j,org.slf4j:slf4j-jdk14,35,312,110,0.11,0.32,0.32
org.hsqldb:hsqldb,org.junit.jupiter:junit-jupiter-engine,37,197,344,0.19,0.11,0.19
org.json:json,org.scala-lang:scala-library,23,232,173,0.1,0.13,0.13
org.aspectj:aspectjrt,org.springframework.boot:spring-boot-starter-test,6,111,130,0.05,0.05,0.05
org.aspectj:aspectjrt,redis.clients:jedis,17,111,184,0.15,0.09,0.15
org.assertj:assertj-core,org.eclipse.jetty:jetty-util,26,462,113,0.06,0.23,0.23
commons-fileupload:commons-fileupload,org.apache.commons:commons-text,34,245,188,0.14,0.18,0.18
org.freemarker:freemarker,org.hibernate:hibernate-entitymanager,10,153,108,0.07,0.09,0.09
org.apache.poi:poi-ooxml,org.slf4j:jul-to-slf4j,11,146,153,0.08,0.07,0.08
com.h2database:h2,commons-lang:commons-lang,87,367,444,0.24,0.2,0.24
org.apache.commons:commons-collections4,xerces:xercesImpl,27,232,113,0.12,0.24,0.24
org.apache.logging.log4j:log4j-api,org.slf4j:log4j-over-slf4j,19,321,125,0.06,0.15,0.15
org.apache.lucene:lucene-analyzers-common,org.hamcrest:hamcrest-library,13,110,228,0.12,0.06,0.12
commons-validator:commons-validator,org.junit.jupiter:junit-jupiter-engine,16,108,344,0.15,0.05,0.15
commons-io:commons-io,org.apache.commons:commons-pool2,69,1059,117,0.07,0.59,0.59
org.javassist:javassist,org.openjdk.jmh:jmh-core,31,229,215,0.14,0.14,0.14
cglib:cglib,org.slf4j:jcl-over-slf4j,29,135,312,0.21,0.09,0.21
cglib:cglib,org.codehaus.plexus:plexus-utils,8,135,144,0.06,0.06,0.06
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.freemarker:freemarker,16,144,153,0.11,0.1,0.11
org.ow2.asm:asm,org.springframework:spring-core,25,183,337,0.14,0.07,0.14
com.fasterxml.jackson.jaxrs:jackson-jaxrs-json-provider,org.javassist:javassist,35,125,229,0.28,0.15,0.28
commons-net:commons-net,redis.clients:jedis,15,129,184,0.12,0.08,0.12
commons-collections:commons-collections,org.apache.commons:commons-compress,72,284,244,0.25,0.3,0.3
javax.annotation:javax.annotation-api,org.eclipse.jetty:jetty-util,32,244,113,0.13,0.28,0.28
org.codehaus.jackson:jackson-mapper-asl,xerces:xercesImpl,20,155,113,0.13,0.18,0.18
org.apache.commons:commons-math3,org.hibernate:hibernate-core,12,183,191,0.07,0.06,0.07
commons-dbcp:commons-dbcp,org.ow2.asm:asm,8,124,183,0.06,0.04,0.06
io.netty:netty-handler,org.hibernate:hibernate-validator,4,117,150,0.03,0.03,0.03
org.junit.vintage:junit-vintage-engine,org.springframework.security:spring-security-web,4,122,100,0.03,0.04,0.04
org.jsoup:jsoup,org.mockito:mockito-all,28,238,367,0.12,0.08,0.12
javax.servlet:jstl,org.apache.httpcomponents:httpmime,14,124,148,0.11,0.09,0.11
org.apache.httpcomponents:httpmime,org.apache.logging.log4j:log4j-api,36,148,321,0.24,0.11,0.24
org.apache.commons:commons-text,org.slf4j:slf4j-jdk14,11,188,110,0.06,0.1,0.1
com.fasterxml.jackson.core:jackson-annotations,jakarta.xml.bind:jakarta.xml.bind-api,49,448,114,0.11,0.43,0.43
javax.servlet:javax.servlet-api,org.springframework:spring-context-support,79,491,155,0.16,0.51,0.51
javax.servlet:javax.servlet-api,org.openjdk.jmh:jmh-core,43,491,215,0.09,0.2,0.2
javax.servlet:javax.servlet-api,org.eclipse.jetty:jetty-servlet,100,491,203,0.2,0.49,0.49
javax.validation:validation-api,org.slf4j:jcl-over-slf4j,55,194,312,0.28,0.18,0.28
javax.validation:validation-api,org.scala-lang:scala-library,18,194,173,0.09,0.1,0.1
org.codehaus.plexus:plexus-utils,org.testng:testng,27,144,286,0.19,0.09,0.19
javax.inject:javax.inject,org.bouncycastle:bcpkix-jdk15on,21,189,155,0.11,0.14,0.14
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,org.antlr:antlr4-runtime,13,110,116,0.12,0.11,0.12
org.eclipse.jetty:jetty-util,org.springframework:spring-beans,32,113,254,0.28,0.13,0.28
org.antlr:antlr4-runtime,org.openjdk.jmh:jmh-core,20,116,215,0.17,0.09,0.17
commons-beanutils:commons-beanutils,org.projectlombok:lombok,52,281,435,0.19,0.12,0.19
com.fasterxml.jackson.core:jackson-core,org.assertj:assertj-core,93,538,462,0.17,0.2,0.2
com.fasterxml.jackson.core:jackson-core,org.testng:testng,73,538,286,0.14,0.26,0.26
com.sun.xml.bind:jaxb-impl,commons-dbcp:commons-dbcp,21,162,124,0.13,0.17,0.17
com.sun.xml.bind:jaxb-impl,org.aspectj:aspectjweaver,22,162,171,0.14,0.13,0.14
com.google.protobuf:protobuf-java,javax.servlet:servlet-api,26,270,265,0.1,0.1,0.1
org.apache.logging.log4j:log4j-slf4j-impl,org.yaml:snakeyaml,51,248,274,0.21,0.19,0.21
com.google.inject:guice,org.assertj:assertj-core,44,192,462,0.23,0.1,0.23
org.junit.jupiter:junit-jupiter-api,org.slf4j:slf4j-simple,55,288,386,0.19,0.14,0.19
joda-time:joda-time,org.junit.jupiter:junit-jupiter,16,381,157,0.04,0.1,0.1
com.googlecode.json-simple:json-simple,org.hibernate:hibernate-validator,9,157,150,0.06,0.06,0.06
com.googlecode.json-simple:json-simple,io.dropwizard.metrics:metrics-core,18,157,154,0.11,0.12,0.12
com.googlecode.json-simple:json-simple,org.bouncycastle:bcprov-jdk15on,22,157,198,0.14,0.11,0.14
org.glassfish.jaxb:jaxb-runtime,org.mockito:mockito-junit-jupiter,18,147,118,0.12,0.15,0.15
org.springframework:spring-orm,org.yaml:snakeyaml,21,126,274,0.17,0.08,0.17
com.jayway.jsonpath:json-path,org.hibernate:hibernate-core,21,129,191,0.16,0.11,0.16
commons-codec:commons-codec,commons-dbcp:commons-dbcp,58,596,124,0.1,0.47,0.47
junit:junit,org.springframework.security:spring-security-web,82,2290,100,0.04,0.82,0.82
org.apache.maven:maven-artifact,org.mockito:mockito-core,67,125,922,0.54,0.07,0.54
org.apache.maven:maven-artifact,org.hibernate:hibernate-entitymanager,10,125,108,0.08,0.09,0.09
org.powermock:powermock-api-mockito2,org.slf4j:jul-to-slf4j,9,105,153,0.09,0.06,0.09
org.apache.curator:curator-recipes,org.hamcrest:hamcrest-library,13,131,228,0.1,0.06,0.1
org.apache.curator:curator-recipes,org.postgresql:postgresql,20,131,251,0.15,0.08,0.15
com.google.code.gson:gson,net.java.dev.jna:jna,53,674,162,0.08,0.33,0.33
net.java.dev.jna:jna,org.apache.curator:curator-recipes,13,162,131,0.08,0.1,0.1
com.alibaba:druid,io.springfox:springfox-swagger-ui,31,148,128,0.21,0.24,0.24
com.alibaba:druid,org.awaitility:awaitility,5,148,161,0.03,0.03,0.03
io.springfox:springfox-swagger2,org.hamcrest:hamcrest-core,5,142,219,0.04,0.02,0.04
org.hamcrest:hamcrest,org.projectlombok:lombok,25,154,435,0.16,0.06,0.16
org.aspectj:aspectjrt,org.mybatis.spring.boot:mybatis-spring-boot-starter,13,111,142,0.12,0.09,0.12
org.assertj:assertj-core,org.slf4j:log4j-over-slf4j,38,462,125,0.08,0.3,0.3
commons-fileupload:commons-fileupload,org.apache.curator:curator-framework,12,245,119,0.05,0.1,0.1
io.springfox:springfox-swagger-ui,org.springframework:spring-context,32,128,435,0.25,0.07,0.25
org.freemarker:freemarker,org.slf4j:slf4j-simple,28,153,386,0.18,0.07,0.18
org.freemarker:freemarker,org.springframework:spring-jdbc,27,153,220,0.18,0.12,0.18
log4j:log4j,org.slf4j:slf4j-simple,57,483,386,0.12,0.15,0.15
commons-validator:commons-validator,org.springframework:spring-aop,26,108,180,0.24,0.14,0.24
commons-io:commons-io,org.junit.jupiter:junit-jupiter-params,69,1059,171,0.07,0.4,0.4
commons-io:commons-io,org.postgresql:postgresql,124,1059,251,0.12,0.49,0.49
io.netty:netty-all,org.freemarker:freemarker,18,230,153,0.08,0.12,0.12
io.netty:netty-all,javax.validation:validation-api,26,230,194,0.11,0.13,0.13
com.zaxxer:HikariCP,org.apache.httpcomponents:httpclient,54,147,680,0.37,0.08,0.37
org.hibernate.validator:hibernate-validator,org.springframework:spring-context-support,16,101,155,0.16,0.1,0.16
org.javassist:javassist,redis.clients:jedis,36,229,184,0.16,0.2,0.2
cglib:cglib,org.apache.logging.log4j:log4j-slf4j-impl,18,135,248,0.13,0.07,0.13
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,org.mockito:mockito-core,75,144,922,0.52,0.08,0.52
org.mongodb:mongo-java-driver,redis.clients:jedis,27,119,184,0.23,0.15,0.23
org.elasticsearch:elasticsearch,org.junit.jupiter:junit-jupiter,7,125,157,0.06,0.04,0.06
commons-cli:commons-cli,org.testng:testng,57,384,286,0.15,0.2,0.2
org.apache.commons:commons-csv,org.eclipse.jetty:jetty-util,19,134,113,0.14,0.17,0.17
commons-net:commons-net,log4j:log4j,35,129,483,0.27,0.07,0.27
commons-net:commons-net,org.javassist:javassist,32,129,229,0.25,0.14,0.25
commons-net:commons-net,org.seleniumhq.selenium:selenium-java,16,129,100,0.12,0.16,0.16
commons-dbcp:commons-dbcp,javax.validation:validation-api,16,124,194,0.13,0.08,0.13
io.netty:netty-handler,org.openjdk.jmh:jmh-core,24,117,215,0.21,0.11,0.21
org.apache.commons:commons-lang3,org.apache.curator:curator-framework,72,994,119,0.07,0.61,0.61
org.apache.curator:curator-framework,org.jsoup:jsoup,9,119,238,0.08,0.04,0.08
com.google.code.findbugs:jsr305,org.mockito:mockito-junit-jupiter,26,332,118,0.08,0.22,0.22
org.junit.vintage:junit-vintage-engine,org.powermock:powermock-api-mockito2,13,122,105,0.11,0.12,0.12
org.codehaus.jackson:jackson-core-asl,org.springframework:spring-tx,21,102,172,0.21,0.12,0.21
commons-httpclient:commons-httpclient,org.apache.ant:ant,13,139,153,0.09,0.08,0.09
commons-httpclient:commons-httpclient,org.apache.curator:curator-recipes,15,139,131,0.11,0.11,0.11
com.jcraft:jsch,org.codehaus.jackson:jackson-core-asl,16,101,102,0.16,0.16,0.16
com.jcraft:jsch,junit:junit,76,101,2290,0.75,0.03,0.75
org.apache.commons:commons-text,org.json:json,36,188,232,0.19,0.16,0.19
com.squareup.okhttp3:okhttp,org.codehaus.plexus:plexus-utils,8,232,144,0.03,0.06,0.06
com.squareup.okhttp3:okhttp,org.mybatis.spring.boot:mybatis-spring-boot-starter,32,232,142,0.14,0.23,0.23
com.squareup.okhttp3:okhttp,redis.clients:jedis,32,232,184,0.14,0.17,0.17
org.openjdk.jmh:jmh-core,org.springframework:spring-tx,10,215,172,0.05,0.06,0.06
com.google.guava:guava,org.apache.httpcomponents:httpcore,173,1199,268,0.14,0.65,0.65
javax.servlet:javax.servlet-api,org.codehaus.jackson:jackson-core-asl,42,491,102,0.09,0.41,0.41
javax.validation:validation-api,org.elasticsearch:elasticsearch,12,194,125,0.06,0.1,0.1
javax.validation:validation-api,org.springframework:spring-context-support,28,194,155,0.14,0.18,0.18
com.fasterxml.jackson.datatype:jackson-datatype-jsr310,com.googlecode.json-simple:json-simple,8,110,157,0.07,0.05,0.07
org.eclipse.jetty:jetty-util,org.ow2.asm:asm,22,113,183,0.19,0.12,0.19
org.antlr:antlr4-runtime,org.quartz-scheduler:quartz,11,116,141,0.09,0.08,0.09
org.hamcrest:hamcrest-core,org.junit.jupiter:junit-jupiter-engine,42,219,344,0.19,0.12,0.19
com.fasterxml.jackson.core:jackson-core,org.apache.derby:derby,32,538,101,0.06,0.32,0.32
com.sun.xml.bind:jaxb-impl,junit:junit,116,162,2290,0.72,0.05,0.72
org.mockito:mockito-junit-jupiter,org.quartz-scheduler:quartz,9,118,141,0.08,0.06,0.08
com.googlecode.json-simple:json-simple,org.apache.httpcomponents:httpmime,17,157,148,0.11,0.11,0.11
com.googlecode.json-simple:json-simple,org.openjdk.jmh:jmh-core,10,157,215,0.06,0.05,0.06
org.apache.kafka:kafka-clients,org.codehaus.plexus:plexus-utils,16,162,144,0.1,0.11,0.11
jakarta.xml.bind:jakarta.xml.bind-api,org.apache.httpcomponents:httpcore,34,114,268,0.3,0.13,0.3
com.jayway.jsonpath:json-path,net.java.dev.jna:jna,15,129,162,0.12,0.09,0.12
commons-codec:commons-codec,io.springfox:springfox-swagger-ui,30,596,128,0.05,0.23,0.23
commons-codec:commons-codec,org.hibernate:hibernate-validator,51,596,150,0.09,0.34,0.34
org.springframework:spring-expression,org.testng:testng,14,113,286,0.12,0.05,0.12
commons-lang:commons-lang,org.eclipse.jetty:jetty-servlet,62,444,203,0.14,0.31,0.31
mysql:mysql-connector-java,org.apache.zookeeper:zookeeper,77,536,193,0.14,0.4,0.4
org.apache.thrift:libthrift,org.mybatis:mybatis,7,104,126,0.07,0.06,0.07
org.apache.thrift:libthrift,org.springframework:spring-webmvc,14,104,265,0.13,0.05,0.13
org.apache.httpcomponents:httpcore,org.eclipse.jetty:jetty-webapp,56,268,164,0.21,0.34,0.34
org.apache.httpcomponents:httpcore,org.openjdk.jmh:jmh-generator-annprocess,28,268,202,0.1,0.14,0.14
org.quartz-scheduler:quartz,org.springframework:spring-tx,40,141,172,0.28,0.23,0.28
org.quartz-scheduler:quartz,org.slf4j:jul-to-slf4j,26,141,153,0.18,0.17,0.18
io.dropwizard.metrics:metrics-core,org.apache.logging.log4j:log4j-core,46,154,397,0.3,0.12,0.3
io.dropwizard.metrics:metrics-core,org.easymock:easymock,15,154,183,0.1,0.08,0.1
com.github.ben-manes.caffeine:caffeine,org.slf4j:slf4j-jdk14,5,111,110,0.05,0.05,0.05
org.apache.maven:maven-plugin-api,org.eclipse.jetty:jetty-webapp,29,267,164,0.11,0.18,0.18
io.springfox:springfox-swagger2,org.seleniumhq.selenium:selenium-java,4,142,100,0.03,0.04,0.04
org.hamcrest:hamcrest,org.slf4j:jul-to-slf4j,14,154,153,0.09,0.09,0.09
org.aspectj:aspectjrt,org.hibernate.validator:hibernate-validator,11,111,101,0.1,0.11,0.11
org.aspectj:aspectjrt,org.eclipse.jetty:jetty-servlet,14,111,203,0.13,0.07,0.13
org.assertj:assertj-core,org.mybatis:mybatis,16,462,126,0.03,0.13,0.13
commons-fileupload:commons-fileupload,org.hibernate:hibernate-validator,55,245,150,0.22,0.37,0.37
com.h2database:h2,org.eclipse.jetty:jetty-util,33,367,113,0.09,0.29,0.29
com.h2database:h2,org.mockito:mockito-all,48,367,367,0.13,0.13,0.13
log4j:log4j,org.junit.vintage:junit-vintage-engine,22,483,122,0.05,0.18,0.18
commons-validator:commons-validator,org.apache.commons:commons-lang3,80,108,994,0.74,0.08,0.74
org.apache.commons:commons-compress,org.junit.jupiter:junit-jupiter-api,38,244,288,0.16,0.13,0.16
commons-io:commons-io,org.apache.commons:commons-csv,94,1059,134,0.09,0.7,0.7
io.netty:netty-all,javax.mail:mail,14,230,156,0.06,0.09,0.09
com.zaxxer:HikariCP,javax.servlet:servlet-api,12,147,265,0.08,0.05,0.08
cglib:cglib,xerces:xercesImpl,15,135,113,0.11,0.13,0.13
com.fasterxml.jackson.dataformat:jackson-dataformat-yaml,javax.activation:activation,12,144,105,0.08,0.11,0.11
org.hamcrest:hamcrest-library,org.springframework:spring-jdbc,26,228,220,0.11,0.12,0.12
com.alibaba:fastjson,org.apache.lucene:lucene-analyzers-common,7,338,110,0.02,0.06,0.06
commons-collections:commons-collections,org.apache.commons:commons-pool2,34,284,117,0.12,0.29,0.29
commons-dbcp:commons-dbcp,org.openjdk.jmh:jmh-core,14,124,215,0.11,0.07,0.11
com.thoughtworks.xstream:xstream,org.mybatis:mybatis,9,127,126,0.07,0.07,0.07
ch.qos.logback:logback-classic,org.bouncycastle:bcpkix-jdk15on,50,701,155,0.07,0.32,0.32
ch.qos.logback:logback-classic,jakarta.xml.bind:jakarta.xml.bind-api,32,701,114,0.05,0.28,0.28
org.apache.velocity:velocity,xerces:xercesImpl,21,125,113,0.17,0.19,0.19
commons-configuration:commons-configuration,org.springframework:spring-jdbc,25,149,220,0.17,0.11,0.17
org.mockito:mockito-core,org.springframework:spring-jdbc,88,922,220,0.1,0.4,0.4
org.hibernate:hibernate-entitymanager,org.slf4j:slf4j-log4j12,41,108,521,0.38,0.08,0.38
org.hibernate:hibernate-entitymanager,org.mybatis.spring.boot:mybatis-spring-boot-starter,6,108,142,0.06,0.04,0.06
org.apache.derby:derby,org.springframework:spring-jdbc,20,101,220,0.2,0.09,0.2
org.apache.derby:derby,org.reflections:reflections,13,101,172,0.13,0.08,0.13
commons-httpclient:commons-httpclient,org.slf4j:slf4j-jdk14,12,139,110,0.09,0.11,0.11
org.apache.commons:commons-text,org.bouncycastle:bcpkix-jdk15on,31,188,155,0.16,0.2,0.2
com.squareup.okhttp3:okhttp,javax.annotation:javax.annotation-api,42,232,244,0.18,0.17,0.18
ch.qos.logback:logback-core,org.mockito:mockito-all,31,227,367,0.14,0.08,0.14
com.fasterxml.jackson.core:jackson-annotations,org.hsqldb:hsqldb,46,448,197,0.1,0.23,0.23
com.fasterxml.jackson.core:jackson-annotations,org.springframework:spring-context-support,59,448,155,0.13,0.38,0.38
com.fasterxml.jackson.core:jackson-annotations,javax.mail:mail,57,448,156,0.13,0.37,0.37
javax.servlet.jsp:jsp-api,org.apache.poi:poi-ooxml,14,106,146,0.13,0.1,0.13
javax.servlet:javax.servlet-api,org.apache.derby:derby,37,491,101,0.08,0.37,0.37
org.apache.maven.plugin-tools:maven-plugin-annotations,org.springframework.boot:spring-boot-starter-test,10,233,130,0.04,0.08,0.08
org.hamcrest:hamcrest-core,org.reflections:reflections,25,219,172,0.11,0.15,0.15
commons-beanutils:commons-beanutils,org.apache.commons:commons-text,59,281,188,0.21,0.31,0.31
com.fasterxml.jackson.core:jackson-core,org.apache.zookeeper:zookeeper,83,538,193,0.15,0.43,0.43
com.google.protobuf:protobuf-java,org.hibernate:hibernate-core,21,270,191,0.08,0.11,0.11
com.google.inject:guice,com.zaxxer:HikariCP,20,192,147,0.1,0.14,0.14
com.google.inject:guice,org.springframework:spring-web,28,192,289,0.15,0.1,0.15
joda-time:joda-time,org.quartz-scheduler:quartz,54,381,141,0.14,0.38,0.38
com.googlecode.json-simple:json-simple,org.apache.httpcomponents:httpcore,41,157,268,0.26,0.15,0.26
junit:junit,org.apache.avro:avro,98,2290,121,0.04,0.81,0.81
commons-lang:commons-lang,org.apache.logging.log4j:log4j-api,66,444,321,0.15,0.21,0.21
mysql:mysql-connector-java,org.eclipse.jetty:jetty-servlet,57,536,203,0.11,0.28,0.28
org.apache.hadoop:hadoop-common,org.slf4j:slf4j-jdk14,4,143,110,0.03,0.04,0.04
org.apache.thrift:libthrift,org.codehaus.jackson:jackson-mapper-asl,25,104,155,0.24,0.16,0.24
org.yaml:snakeyaml,redis.clients:jedis,36,274,184,0.13,0.2,0.2
javax.activation:activation,org.slf4j:jul-to-slf4j,10,105,153,0.1,0.07,0.1
javax.activation:activation,org.slf4j:slf4j-api,66,105,1420,0.63,0.05,0.63
org.apache.commons:commons-pool2,org.apache.httpcomponents:httpclient,62,117,680,0.53,0.09,0.53
org.apache.commons:commons-pool2,org.apache.httpcomponents:httpcore,40,117,268,0.34,0.15,0.34
com.alibaba:druid,org.yaml:snakeyaml,20,148,274,0.14,0.07,0.14
com.github.ben-manes.caffeine:caffeine,org.mockito:mockito-core,69,111,922,0.62,0.07,0.62
org.slf4j:slf4j-api,org.slf4j:slf4j-jdk14,84,1420,110,0.06,0.76,0.76
org.apache.maven:maven-plugin-api,org.slf4j:jul-to-slf4j,21,267,153,0.08,0.14,0.14
io.springfox:springfox-swagger2,org.apache.commons:commons-collections4,23,142,232,0.16,0.1,0.16
io.springfox:springfox-swagger2,javax.servlet:javax.servlet-api,33,142,491,0.23,0.07,0.23
org.apache.avro:avro,org.aspectj:aspectjweaver,11,121,171,0.09,0.06,0.09
org.openjdk.jmh:jmh-generator-annprocess,xerces:xercesImpl,7,202,113,0.03,0.06,0.06
javax.xml.bind:jaxb-api,org.springframework:spring-context-support,32,305,155,0.1,0.21,0.21
org.apache.kafka:kafka-clients,org.springframework:spring-expression,12,162,113,0.07,0.11,0.11
org.eclipse.jetty:jetty-server,org.powermock:powermock-api-mockito2,30,265,105,0.11,0.29,0.29
